Postcode,Postcode Status,LSOA code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
WN4 9PQ,Live,E01006225,Wigan 036B E01006225,22513,7,22239,7,0.067,14372,5,0.09,24624,8,18756,6,14484,5,24510,8,24657,8,28720,9,0.042,24845,8,0.072
LS6 2LG,Live,E01011668,Leeds 110E E01011668,13116,4,14518,5,0.113,21975,7,0.058,14241,5,5776,2,6305,2,25173,8,5611,2,1303,1,0.409,2917,1,0.354
BS34 8SF,Live,E01014981,South Gloucestershire 017B E01014981,26260,8,22670,7,0.065,26628,9,0.044,22420,7,30999,10,24719,8,5582,2,31846,10,19264,6,0.101,25805,8,0.067
SN9 5EW,Live,E01031869,Kennet 003B E01031869,14520,5,12686,4,0.129,10997,4,0.11,10276,4,21644,7,20577,7,11784,4,15800,5,14709,5,0.143,13070,4,0.161
CA7 4DD,Live,E01019127,Allerdale 001B E01019127,12749,4,18349,6,0.087,13043,4,0.097,11081,4,12867,4,20565,7,6317,2,5069,2,22464,7,0.079,19757,7,0.102
LN2 1PF,Live,E01026167,Lincoln 003G E01026167,23719,8,26533,9,0.048,24533,8,0.051,31944,10,15841,5,6480,2,14613,5,23508,8,25670,8,0.06,26739,9,0.062
SE3 9PX,Live,E01033726,Greenwich 034E E01033726,6446,2,5665,2,0.218,7897,3,0.136,10988,4,14641,5,3815,2,5695,2,5222,2,7661,3,0.237,3192,1,0.344
SW9 6UL,Live,E01003180,Lambeth 005D E01003180,12452,4,10924,4,0.145,11959,4,0.103,25216,8,14450,5,8821,3,9617,3,7288,3,7676,3,0.237,6601,3,0.256
SE14 6AN,Live,E01003300,Lewisham 039B E01003300,6321,2,3998,2,0.25,6135,2,0.155,15368,5,9997,4,13334,5,2672,1,11832,4,4321,2,0.301,1892,1,0.399
SE4 1SA,Live,E01003225,Lewisham 015A E01003225,25222,8,23547,8,0.061,25919,8,0.046,28086,9,24656,8,24815,8,14879,5,8064,3,23002,8,0.076,18842,6,0.108
DA6 7DA,Live,E01000365,Bexley 015C E01000365,19555,6,17540,6,0.092,21601,7,0.06,21909,7,22519,7,7808,3,14677,5,12626,4,15012,5,0.14,17621,6,0.118
DA1 4RS,Live,E01000377,Bexley 019D E01000377,21848,7,22769,7,0.064,18553,6,0.071,16273,5,27872,9,14443,5,12414,4,19348,6,21007,7,0.089,25804,8,0.067
BR5 4LG,Live,E01000792,Bromley 032C E01000792,15361,5,11822,4,0.137,13263,5,0.096,15689,5,25692,8,4379,2,17358,6,24584,8,7090,3,0.246,21547,7,0.09
CR8 2XP,Live,E01001092,Croydon 037B E01001092,14497,5,19077,6,0.083,11518,4,0.107,28657,9,18090,6,10017,4,2062,1,16006,5,21979,7,0.082,20385,7,0.098
UB1 3BT,Live,E01001361,Ealing 023E E01001361,6178,2,7997,3,0.181,10560,4,0.113,9727,3,17239,6,1992,1,1122,1,5884,2,11424,4,0.181,3495,2,0.333
UB10 8AB,Live,E01002461,Hillingdon 013A E01002461,24176,8,26646,9,0.048,27187,9,0.042,28275,9,29044,9,22038,7,1916,1,21509,7,24628,8,0.066,27308,9,0.059
UB4 8JP,Live,E01002423,Hillingdon 018B E01002423,20224,7,19571,6,0.08,17601,6,0.075,18755,6,27380,9,14414,5,11114,4,14799,5,20144,7,0.095,24990,8,0.071
B24 8RE,Live,E01008998,Birmingham 031A E01008998,1929,1,2366,1,0.295,1993,1,0.227,4259,2,5090,2,8002,3,5841,2,768,1,2984,1,0.337,4214,2,0.312
B26 2HX,Live,E01009517,Birmingham 062D E01009517,2964,1,2956,1,0.277,3790,2,0.188,5008,2,3682,2,6997,3,7744,3,3318,2,2163,1,0.367,4620,2,0.302
B91 2HW,Live,E01010230,Solihull 016D E01010230,15234,5,13187,5,0.124,11861,4,0.104,21471,7,10796,4,21686,7,10473,4,17697,6,15808,5,0.132,14593,5,0.145
L13 5UQ,Live,E01006565,Liverpool 029A E01006565,3535,2,5558,2,0.22,3783,2,0.188,8141,3,2404,1,3349,2,27621,9,1332,1,10246,4,0.197,4652,2,0.301
M9 7SS,Live,E01033685,Manchester 003F E01033685,11316,4,10420,4,0.151,12518,4,0.1,19572,6,6715,3,4865,2,13055,4,18532,6,10697,4,0.191,11383,4,0.182
M19 1ER,Live,E01005121,Manchester 041B E01005121,2046,1,2351,1,0.296,2399,1,0.217,6098,2,1545,1,1581,1,9588,3,8316,3,3638,2,0.319,1347,1,0.431
M14 4PX,Live,E01005244,Manchester 025C E01005244,8203,3,9778,3,0.158,17327,6,0.076,8739,3,5871,2,3080,1,14052,5,3682,2,1914,1,0.377,559,1,0.514
OL4 3NY,Live,E01005417,Oldham 013D E01005417,24694,8,26069,8,0.05,22121,7,0.058,23272,8,23149,8,11168,4,19081,6,19100,6,27581,9,0.049,28333,9,0.054
OL8 4JZ,Live,E01005382,Oldham 030D E01005382,1330,1,2314,1,0.296,3279,1,0.197,481,1,2678,1,40,1,28382,9,4784,2,1314,1,0.408,3071,1,0.348
S6 5HG,Live,E01007996,Sheffield 021E E01007996,15920,5,17754,6,0.091,16601,6,0.079,11298,4,9476,3,12669,4,22060,7,13762,5,21405,7,0.086,13742,5,0.154
S4 8GB,Live,E01007877,Sheffield 022D E01007877,2476,1,3371,2,0.266,4316,2,0.18,1403,1,1185,1,5945,2,13282,5,8034,3,6537,2,0.257,1953,1,0.397
S12 2SF,Live,E01008003,Sheffield 054C E01008003,17478,6,18929,6,0.084,16710,6,0.078,12506,4,12094,4,12152,4,28652,9,13152,5,28700,9,0.042,12791,4,0.164
BD3 8HE,Live,E01010619,Bradford 038B E01010619,5265,2,5206,2,0.226,7799,3,0.137,2567,1,14576,5,2891,1,23193,8,3146,1,12010,4,0.174,252,1,0.587
BD20 6LH,Live,E01010729,Bradford 007D E01010729,14379,5,14624,5,0.112,16051,5,0.081,11612,4,7213,3,17254,6,10458,4,22946,7,20847,7,0.09,13637,5,0.155
BD8 0DH,Live,E01010629,Bradford 040B E01010629,6935,3,7635,3,0.186,9114,3,0.125,8598,3,4430,2,1584,1,17340,6,18489,6,10503,4,0.194,4969,2,0.293
LS28 9HU,Live,E01011600,Leeds 079A E01011600,19663,6,18567,6,0.086,24610,8,0.05,26817,9,16312,5,5159,2,29956,10,7249,3,16413,5,0.126,14822,5,0.143
WF8 3NW,Live,E01011848,Wakefield 023D E01011848,24161,8,24373,8,0.057,20358,7,0.064,23749,8,14228,5,14439,5,25019,8,26002,8,19553,6,0.099,28394,9,0.054
BS15 8BD,Live,E01015005,South Gloucestershire 028C E01015005,17113,6,15052,5,0.109,15357,5,0.084,11526,4,24286,8,9203,3,18500,6,19530,6,15790,5,0.132,15804,5,0.133
HU13 0JQ,Live,E01013005,East Riding of Yorkshire 036A E01013005,24861,8,24146,8,0.058,26710,9,0.044,26252,8,15770,5,15132,5,19459,6,16460,6,32311,10,0.015,18385,6,0.112
HP9 1SJ,Live,E01017799,South Bucks 001D E01017799,31882,10,29468,9,0.036,31162,10,0.028,31159,10,32010,10,25461,8,18349,6,23378,8,27926,9,0.047,30637,10,0.041
HP11 1PW,Live,E01017841,Wycombe 015F E01017841,28385,9,26660,9,0.048,30870,10,0.029,30759,10,32265,10,20907,7,6309,2,20878,7,19586,6,0.099,29381,9,0.048
HP18 0WS,Live,E01017705,Aylesbury Vale 012A E01017705,22521,7,14277,5,0.115,24002,8,0.052,10479,4,31622,10,14913,5,25863,8,30786,10,10275,4,0.197,27747,9,0.057
BH10 4HT,Live,E01015360,Bournemouth 012D E01015360,28191,9,27202,9,0.046,30643,10,0.03,29677,10,20472,7,21866,7,16284,5,14556,5,23374,8,0.073,19882,7,0.101
BH11 9JJ,Live,E01015312,Bournemouth 005C E01015312,2320,1,3033,1,0.275,2543,1,0.214,1968,1,2414,1,4657,2,6261,2,15477,5,3416,2,0.325,4691,2,0.3
B77 4FF,Live,E01029844,Tamworth 004E E01029844,20604,7,23698,8,0.06,21287,7,0.061,13794,5,11428,4,14378,5,17982,6,23548,8,26452,9,0.055,16721,6,0.125
ST2 0GA,Live,E01014223,Stoke-on-Trent 017D E01014223,674,1,1548,1,0.325,883,1,0.269,31,1,454,1,2184,1,20705,7,25641,8,1794,1,0.383,3241,1,0.342
BA13 3QH,Live,E01032117,West Wiltshire 014C E01032117,18550,6,14874,5,0.111,16088,5,0.081,14434,5,27502,9,15436,5,8405,3,28645,9,13862,5,0.152,17970,6,0.115
EX39 3AR,Live,E01020283,Torridge 004D E01020283,16628,6,14655,5,0.112,13002,4,0.097,11390,4,14095,5,28480,9,12708,4,25390,8,19571,6,0.099,14904,5,0.142
TQ12 2NF,Live,E01020219,Teignbridge 012D E01020219,20125,7,20234,7,0.076,16647,6,0.079,22009,7,19073,6,13495,5,9254,3,25645,8,20315,7,0.093,22393,7,0.085
WR3 8HN,Live,E01032328,Worcester 004D E01032328,14532,5,14061,5,0.117,11891,4,0.104,13006,4,14516,5,13188,5,12861,4,18736,6,18200,6,0.11,12709,4,0.165
CT16 2QB,Live,E01024195,Dover 011C E01024195,8230,3,9042,3,0.167,8977,3,0.126,5601,2,15777,5,3418,2,5264,2,24861,8,7495,3,0.24,15821,5,0.133
SY10 7BD,Live,E01028920,Oswestry 001D E01028920,13067,4,9809,3,0.158,14233,5,0.09,7305,3,24598,8,22619,7,5128,2,18096,6,10746,4,0.19,10209,4,0.197
CW5 5HD,Live,E01033372,Cheshire East 050E E01033372,26569,9,28086,9,0.042,27922,9,0.04,25682,8,20236,7,26647,9,13133,4,11621,4,27827,9,0.047,23952,8,0.076
CH66 2NU,Live,E01018526,Ellesmere Port & Neston 012A E01018526,27858,9,28861,9,0.039,22884,7,0.056,18859,6,16995,6,26496,9,29591,10,26036,8,30869,10,0.029,27715,9,0.057
CH65 7AQ,Live,E01018540,Ellesmere Port & Neston 008D E01018540,20208,7,19341,6,0.081,18589,6,0.071,15933,5,10263,4,23675,8,28130,9,16753,6,21288,7,0.087,17530,6,0.119
SG8 7JH,Live,E01023657,North Hertfordshire 002D E01023657,32215,10,31690,10,0.024,31018,10,0.028,25540,8,32059,10,29460,9,17653,6,30121,10,29614,10,0.037,32397,10,0.025
AL10 8AB,Live,E01023924,Welwyn Hatfield 011A E01023924,10771,4,10857,4,0.146,14128,5,0.091,12241,4,8305,3,4404,2,7722,3,22028,7,8470,3,0.224,4444,2,0.306
PE12 7PU,Live,E01026252,South Holland 003C E01026252,20651,7,17597,6,0.092,14844,5,0.087,11474,4,16947,6,24905,8,29791,10,30198,10,17870,6,0.113,18271,6,0.113
NR7 9DL,Live,E01026805,Norwich 004C E01026805,5385,2,6835,3,0.197,6244,2,0.154,589,1,4698,2,15657,5,22934,7,17394,6,7260,3,0.244,9624,3,0.205
NN17 2JH,Live,E01026974,Corby 004C E01026974,19139,6,22179,7,0.067,16861,6,0.078,9450,3,13330,5,20783,7,14532,5,29658,10,19545,6,0.099,26607,9,0.063
NN18 9NS,Live,E01026985,Corby 004F E01026985,14194,5,18407,6,0.087,14695,5,0.088,6823,3,11597,4,11961,4,7964,3,29923,10,11775,4,0.177,26751,9,0.062
OX14 1JB,Live,E01028697,Vale of White Horse 006C E01028697,18200,6,17018,6,0.096,17538,6,0.075,8837,3,16315,5,27564,9,11391,4,25540,8,16012,5,0.13,19396,6,0.105
B29 4HE,Live,E01009495,Birmingham 106E E01009495,1909,1,1980,1,0.308,1608,1,0.24,5439,2,3059,1,2070,1,4542,2,14531,5,858,1,0.437,13614,5,0.155
WS4 1BW,Live,E01010353,Walsall 010C E01010353,10134,4,9878,4,0.157,7465,3,0.14,7001,3,9237,3,18706,6,17546,6,15472,5,11263,4,0.183,11895,4,0.175
M27 9QP,Live,E01005691,Salford 006C E01005691,20605,7,20333,7,0.076,18757,6,0.07,14570,5,11328,4,22771,7,24103,8,20465,7,22268,7,0.08,21318,7,0.092
M29 7EE,Live,E01006251,Wigan 029B E01006251,21364,7,26768,9,0.048,23234,8,0.055,18431,6,19643,6,6800,3,12746,4,17435,6,31407,10,0.025,22037,7,0.087
LS13 1DQ,Live,E01011328,Leeds 052B E01011328,6669,3,7124,3,0.193,7589,3,0.139,6488,2,6691,3,1964,1,29691,10,10119,4,6974,3,0.249,7150,3,0.246
HU7 4PW,Live,E01012906,Kingston upon Hull 004E E01012906,998,1,1251,1,0.338,1287,1,0.25,807,1,2299,1,4114,2,4419,2,13071,4,1188,1,0.415,3104,1,0.347
PR2 9YR,Live,E01025258,Preston 003B E01025258,30171,10,30169,10,0.033,28578,9,0.038,27520,9,16783,6,24357,8,29882,10,22612,7,30796,10,0.029,29508,9,0.048
WD3 8AB,Live,E01023847,Three Rivers 007A E01023847,27405,9,23297,8,0.062,24312,8,0.051,23488,8,28332,9,20439,7,15295,5,27765,9,22003,7,0.082,21835,7,0.089
SW4 9ET,Live,E01003033,Lambeth 019E E01003033,19006,6,19833,7,0.078,23177,8,0.055,29838,10,21662,7,12960,4,13723,5,2463,1,22738,7,0.077,11179,4,0.184
SE3 0XX,Live,E01003199,Lewisham 007A E01003199,20519,7,18809,6,0.084,22109,7,0.058,30176,10,25013,8,10294,4,8570,3,10854,4,14764,5,0.142,17740,6,0.117
NW8 0NL,Live,E01004649,Westminster 001B E01004649,29012,9,27305,9,0.045,32296,10,0.019,25644,8,32796,10,22159,7,16881,6,10568,4,30092,10,0.034,15665,5,0.135
DA14 4JN,Live,E01000382,Bexley 027A E01000382,28932,9,30202,10,0.033,28879,9,0.037,26093,8,29621,10,26050,8,7381,3,23013,8,29244,9,0.039,29431,9,0.048
HA9 7DU,Live,E01000636,Brent 020E E01000636,15999,5,16781,6,0.097,22108,7,0.058,14573,5,30306,10,17011,6,2616,1,6002,2,17598,6,0.115,11788,4,0.176
SE19 3HL,Live,E01001084,Croydon 002A E01001084,19960,7,22264,7,0.066,25295,8,0.048,28468,9,23665,8,9879,4,7548,3,5534,2,24569,8,0.066,18002,6,0.115
RM1 4EH,Live,E01002339,Havering 008D E01002339,29691,10,29664,10,0.035,30230,10,0.032,20315,7,30293,10,19751,7,17822,6,22764,7,28691,9,0.042,29858,10,0.046
RM3 9XR,Live,E01002279,Havering 002B E01002279,10596,4,9354,3,0.163,9535,3,0.121,7025,3,18138,6,9466,3,9086,3,20705,7,11831,4,0.176,6467,2,0.259
UB3 2SE,Live,E01002401,Hillingdon 024B E01002401,9807,3,7650,3,0.185,9282,3,0.123,10594,4,15579,5,9368,3,8221,3,14314,5,10537,4,0.193,6580,3,0.256
UB8 3GA,Live,E01002551,Hillingdon 025C E01002551,12906,4,10346,4,0.152,14005,5,0.092,11385,4,16951,6,14825,5,6483,2,16883,6,8832,3,0.219,9968,4,0.2
TW3 1AX,Live,E01002640,Hounslow 012C E01002640,15615,5,21439,7,0.07,29420,9,0.035,26248,8,21609,7,1502,1,2474,1,9610,3,19365,6,0.101,10735,4,0.19
W4 3UN,Live,E01002578,Hounslow 007D E01002578,23903,8,20979,7,0.073,25583,8,0.047,32300,10,29614,10,9650,3,17528,6,9076,3,23570,8,0.072,17206,6,0.121
E16 4NP,Live,E01003500,Newham 027C E01003500,6133,2,7786,3,0.183,9082,3,0.125,13675,5,10198,4,7399,3,149,1,9283,3,8356,3,0.226,1934,1,0.397
E4 7LT,Live,E01004357,Waltham Forest 001E E01004357,16459,6,13268,5,0.124,16074,5,0.081,16788,6,25241,8,16454,6,5971,2,15593,5,11537,4,0.18,17746,6,0.117
B8 2AS,Live,E01009490,Birmingham 055D E01009490,1965,1,1941,1,0.31,2908,1,0.205,2648,1,9876,4,4245,2,3376,2,1593,1,3231,1,0.331,2091,1,0.39
B44 8NU,Live,E01009223,Birmingham 013A E01009223,9948,4,12859,4,0.127,11741,4,0.105,11970,4,11991,4,11626,4,6556,2,3120,1,16100,5,0.129,9926,4,0.201
CV2 2RH,Live,E01009578,Coventry 008B E01009578,23486,8,21357,7,0.071,16974,6,0.077,21248,7,16239,5,21334,7,26393,9,26254,8,20443,7,0.093,20196,7,0.099
CV4 9PW,Live,E01009701,Coventry 029D E01009701,7297,3,5679,2,0.217,5266,2,0.166,6472,2,8299,3,11862,4,15774,5,21618,7,3351,2,0.327,8451,3,0.223
B70 8DJ,Live,E01010106,Sandwell 019D E01010106,3343,2,4098,2,0.248,4722,2,0.174,4890,2,4313,2,3965,2,14718,5,1735,1,8039,3,0.231,3530,2,0.332
WS1 1RL,Live,E01010371,Walsall 030C E01010371,1053,1,924,1,0.356,1584,1,0.241,3270,1,1083,1,2201,1,12120,4,5842,2,2647,1,0.349,259,1,0.584
WV10 8BY,Live,E01010481,Wolverhampton 004D E01010481,3401,2,2988,1,0.276,2817,1,0.207,1922,1,5274,2,10991,4,19770,7,10351,4,3153,1,0.333,5900,2,0.271
L35 2XG,Live,E01006496,Knowsley 009C E01006496,5716,2,7027,3,0.194,5338,2,0.165,6299,2,1286,1,23884,8,20991,7,8146,3,6146,2,0.264,6796,3,0.252
L7 6HQ,Live,E01006752,Liverpool 035F E01006752,1788,1,3547,2,0.261,2264,1,0.22,6622,3,1668,1,144,1,16550,6,2717,1,6924,3,0.25,1665,1,0.411
L18 8BG,Live,E01006551,Liverpool 048E E01006551,3714,2,2223,1,0.299,4397,2,0.178,9745,3,1603,1,11631,4,13761,5,9484,3,4703,2,0.293,931,1,0.464
L13 7HQ,Live,E01006761,Liverpool 020B E01006761,763,1,1987,1,0.308,775,1,0.275,4797,2,330,1,2136,1,25871,8,531,1,2012,1,0.373,5106,2,0.289
L12 7LE,Live,E01006617,Liverpool 021A E01006617,11443,4,13985,5,0.118,11983,4,0.103,21282,7,4654,2,5770,2,29934,10,6041,2,20778,7,0.09,8697,3,0.219
L25 2RW,Live,E01006772,Liverpool 040E E01006772,5080,2,5683,2,0.217,2485,1,0.215,9600,3,2164,1,15143,5,17753,6,16373,5,10699,4,0.191,6288,2,0.263
L11 4SG,Live,E01006672,Liverpool 010E E01006672,1104,1,876,1,0.36,1301,1,0.25,2700,1,523,1,6111,2,20222,7,7090,3,1261,1,0.411,661,1,0.498
L10 1LB,Live,E01006653,Liverpool 001B E01006653,2846,1,3431,2,0.264,2533,1,0.214,4324,2,1046,1,6126,2,26593,9,8873,3,3684,2,0.318,5257,2,0.285
WA11 0JG,Live,E01006837,St. Helens 006A E01006837,10241,4,9951,4,0.156,7216,3,0.143,9487,3,4078,2,17552,6,31109,10,21569,7,7773,3,0.235,15302,5,0.138
L35 6NY,Live,E01006889,St. Helens 023B E01006889,25869,8,28494,9,0.04,21916,7,0.059,29594,10,10126,4,26657,9,23702,8,19128,6,29305,9,0.038,28199,9,0.055
WA10 4QH,Live,E01006822,St. Helens 009A E01006822,25053,8,24337,8,0.058,16529,6,0.079,31004,10,14891,5,21983,7,31171,10,20408,7,25955,8,0.058,28986,9,0.051
L20 6AQ,Live,E01007019,Sefton 035A E01007019,349,1,126,1,0.454,178,1,0.34,968,1,457,1,10143,4,20551,7,16765,6,368,1,0.492,291,1,0.572
PR9 9TF,Live,E01006948,Sefton 003B E01006948,4125,2,2884,1,0.28,1887,1,0.231,12351,4,889,1,27669,9,20884,7,26818,9,9131,3,0.214,2551,1,0.37
PR8 4EX,Live,E01006929,Sefton 010A E01006929,14028,5,11750,4,0.137,13091,4,0.097,15442,5,7888,3,22218,7,31990,10,7593,3,9069,3,0.215,13356,5,0.158
CH45 3LN,Live,E01007313,Wirral 003D E01007313,11496,4,8887,3,0.169,9392,3,0.122,17030,6,5598,2,21254,7,32162,10,9255,3,12297,4,0.17,7173,3,0.245
CH43 4UY,Live,E01007155,Wirral 020A E01007155,1131,1,1995,1,0.308,471,1,0.298,16184,5,251,1,875,1,23498,8,5389,2,4856,2,0.29,2526,1,0.371
BL4 0DH,Live,E01004856,Bolton 027C E01004856,1493,1,2067,1,0.305,2555,1,0.213,3223,1,1335,1,781,1,10350,4,6313,2,3012,1,0.337,4592,2,0.302
BL6 7RU,Live,E01024973,Chorley 014E E01024973,23122,8,27900,9,0.043,24062,8,0.052,27816,9,22297,7,17076,6,4189,2,16272,5,29075,9,0.04,26516,9,0.063
BL9 8LP,Live,E01005056,Bury 017C E01005056,21738,7,21285,7,0.071,18896,6,0.07,24525,8,20022,7,10973,4,32344,10,9290,3,22916,7,0.076,22094,7,0.087
M11 3DS,Live,E01005105,Manchester 015C E01005105,4832,2,4861,2,0.233,7022,3,0.145,10664,4,2693,1,1084,1,8873,3,22731,7,6596,3,0.256,180,1,0.615
M23 9BP,Live,E01005117,Manchester 048E E01005117,1293,1,1811,1,0.315,1601,1,0.24,4446,2,299,1,2058,1,6306,2,18407,6,2777,1,0.344,986,1,0.459
M18 7DT,Live,E01005196,Manchester 023B E01005196,2919,1,2716,1,0.285,4179,2,0.182,6369,2,1468,1,4719,2,3913,2,20001,7,4213,2,0.304,970,1,0.461
OL11 5EF,Live,E01005592,Rochdale 009E E01005592,2038,1,2123,1,0.303,1915,1,0.229,3909,2,2366,1,714,1,13722,5,22158,7,2692,1,0.348,5039,2,0.291
SK2 6BW,Live,E01005830,Stockport 027E E01005830,19234,6,19116,6,0.083,18415,6,0.071,23972,8,10719,4,13096,4,20525,7,14409,5,25945,8,0.058,17880,6,0.116
SK7 2JT,Live,E01005809,Stockport 037B E01005809,28746,9,24838,8,0.055,22873,7,0.056,26203,8,22710,7,26130,8,23687,8,27574,9,23974,8,0.07,26062,8,0.066
SK6 3BX,Live,E01005902,Stockport 012D E01005902,3857,2,4501,2,0.24,3587,2,0.192,4519,2,3047,1,5128,2,7226,3,22717,7,7976,3,0.232,3128,1,0.346
SK8 4QX,Live,E01005772,Stockport 028B E01005772,20408,7,20073,7,0.077,23184,8,0.055,28299,9,15620,5,3166,1,26991,9,16888,6,24963,8,0.064,18965,6,0.108
SK16 5BL,Live,E01006020,Tameside 018E E01006020,7278,3,7877,3,0.182,6122,2,0.155,6856,3,4239,2,5207,2,26584,9,21571,7,6653,3,0.255,9963,4,0.2
SK14 4SP,Live,E01006036,Tameside 020F E01006036,4787,2,5193,2,0.226,4286,2,0.18,7383,3,4453,2,2162,1,20591,7,11971,4,6066,2,0.265,13254,5,0.159
SK14 8LW,Live,E01006049,Tameside 023C E01006049,10096,4,11725,4,0.138,7835,3,0.136,15067,5,6362,2,7386,3,31394,10,6978,3,12911,4,0.163,15658,5,0.135
M32 0XA,Live,E01006187,Trafford 003C E01006187,10199,4,10103,4,0.154,8304,3,0.132,14849,5,10948,4,15661,5,28608,9,2088,1,10481,4,0.194,14510,5,0.146
WN5 0DQ,Live,E01006398,Wigan 011D E01006398,5934,2,8089,3,0.179,3862,2,0.187,6359,2,2468,1,7205,3,22407,7,22810,7,11016,4,0.186,10254,4,0.196
WN2 4LG,Live,E01006275,Wigan 016C E01006275,1420,1,1962,1,0.309,987,1,0.264,774,1,765,1,6537,2,25913,8,21429,7,3879,2,0.313,2381,1,0.377
S74 9HX,Live,E01007397,Barnsley 028B E01007397,5744,2,7523,3,0.187,3844,2,0.187,10106,4,1712,1,3586,2,29602,10,25228,8,8404,3,0.225,10101,4,0.198
S70 3DL,Live,E01007317,Barnsley 018A E01007317,1477,1,2221,1,0.299,802,1,0.273,1052,1,1500,1,1491,1,32022,10,31238,10,2828,1,0.343,5273,2,0.285
DN3 3QF,Live,E01007603,Doncaster 026E E01007603,26469,9,25201,8,0.054,26678,9,0.044,23297,8,20128,7,14578,5,17255,6,26543,9,24922,8,0.064,24281,8,0.075
DN7 6JH,Live,E01007555,Doncaster 006B E01007555,3205,1,3358,2,0.266,3249,1,0.198,1757,1,2842,1,2869,1,24762,8,26329,9,3628,2,0.32,6017,2,0.268
S64 8JW,Live,E01007799,Rotherham 003D E01007799,6687,3,7992,3,0.181,4980,2,0.17,6200,2,3090,1,6104,2,28773,9,23458,8,7784,3,0.235,12324,4,0.17
S65 2SN,Live,E01007770,Rotherham 014E E01007770,4308,2,4034,2,0.25,4748,2,0.173,2629,1,4255,2,3948,2,29671,10,14167,5,6033,2,0.266,5573,2,0.278
S25 2NZ,Live,E01007790,Rotherham 029E E01007790,928,1,1031,1,0.35,1380,1,0.247,217,1,1207,1,2348,1,29101,9,16603,6,759,1,0.445,4747,2,0.299
S1 4QF,Live,E01033274,Sheffield 042G E01033274,13615,5,32473,10,0.017,32689,10,0.012,17273,6,14764,5,2036,1,4804,2,882,1,25441,8,0.061,26413,9,0.064
S12 3BP,Live,E01007842,Sheffield 076D E01007842,10588,4,11942,4,0.135,10248,4,0.116,5812,2,6754,3,8144,3,27914,9,19659,6,14561,5,0.144,7005,3,0.248
BD4 6NR,Live,E01010816,Bradford 057C E01010816,16635,6,19284,6,0.082,18166,6,0.072,13108,4,16139,5,6143,2,12659,4,18038,6,18205,6,0.11,20268,7,0.098
BD13 3BH,Live,E01010794,Bradford 043A E01010794,7713,3,8471,3,0.174,7357,3,0.141,8901,3,9276,3,784,1,24579,8,22033,7,7173,3,0.245,12951,4,0.162
BD20 6EB,Live,E01010727,Bradford 007B E01010727,9813,3,17969,6,0.09,12400,4,0.101,16178,5,6998,3,10654,4,3979,2,2576,1,22019,7,0.082,20501,7,0.097
BD9 4BQ,Live,E01010670,Bradford 029A E01010670,7526,3,9851,3,0.157,9297,3,0.123,15942,5,6073,2,2585,1,25640,8,1922,1,13517,5,0.156,10388,4,0.194
BD2 1JP,Live,E01010597,Bradford 028A E01010597,8251,3,9784,3,0.158,9921,4,0.118,5536,2,9586,3,2647,1,19461,6,12000,4,8735,3,0.22,10487,4,0.193
OL14 7DG,Live,E01010987,Calderdale 013E E01010987,9176,3,12266,4,0.132,8802,3,0.127,19891,7,9950,4,3065,1,19747,7,2658,1,17520,6,0.116,13161,5,0.16
HD4 6SG,Live,E01011009,Kirklees 044B E01011009,14881,5,15817,5,0.104,11558,4,0.106,20075,7,12379,4,8472,3,22736,7,10543,4,13807,5,0.153,24577,8,0.073
HD7 5SP,Live,E01011071,Kirklees 049A E01011071,17762,6,22324,7,0.066,19916,7,0.066,17378,6,17356,6,13804,5,11509,4,5253,2,20291,7,0.094,23213,8,0.081
WF14 9EZ,Live,E01011220,Kirklees 021C E01011220,3770,2,3249,1,0.269,4364,2,0.179,1529,1,7641,3,6970,3,9814,3,16163,5,1169,1,0.417,8401,3,0.224
LS20 8DT,Live,E01011271,Leeds 009C E01011271,29068,9,27234,9,0.046,29665,10,0.034,29488,9,27797,9,15604,5,26216,8,12794,4,24791,8,0.065,28914,9,0.051
LS28 5SG,Live,E01011595,Leeds 066B E01011595,23471,8,20663,7,0.074,20910,7,0.062,22683,7,17284,6,22617,7,20422,7,17329,6,21498,7,0.085,20489,7,0.097
LS9 8LA,Live,E01033021,Leeds 075E E01033021,2845,1,5053,2,0.229,6888,3,0.146,1834,1,2010,1,1247,1,9043,3,6619,3,4595,2,0.295,1435,1,0.425
LS17 6SF,Live,E01011511,Leeds 023B E01011511,21334,7,16105,5,0.101,21072,7,0.062,28888,9,14786,5,17631,6,26067,8,11188,4,25025,8,0.063,9450,3,0.208
WF10 4JQ,Live,E01011753,Wakefield 002B E01011753,10490,4,14649,5,0.112,9826,3,0.119,7227,3,6925,3,8873,3,30422,10,7292,3,14806,5,0.142,17112,6,0.122
WF4 1NF,Live,E01011765,Wakefield 032A E01011765,15590,5,15943,5,0.103,13399,5,0.095,7210,3,9180,3,19650,6,32161,10,22198,7,13352,5,0.157,17679,6,0.117
